host_time_s,elapsed_s,row_index,frame_number,vicon_frame_number,vicon_time_s,publish_time_us,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw
1782488695.322860479,0.243133068,72,64025159,64025159,213417.196666667,1782488695322651,vicon_state_data,ball,1,0,-0.756021809,-0.432293204,0.839414953,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.326261759,0.246534348,73,64025160,64025160,213417.200000000,1782488695326043,vicon_state_data,ball,1,0,-0.756014746,-0.432328618,0.839362987,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.329830408,0.250102997,74,64025161,64025161,213417.203333333,1782488695329625,vicon_state_data,ball,1,0,-0.756017052,-0.432298360,0.839433203,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.332991838,0.253264427,75,64025162,64025162,213417.206666667,1782488695332791,vicon_state_data,ball,1,0,-0.756046044,-0.432244364,0.839420619,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.336366415,0.256639004,76,64025163,64025163,213417.210000000,1782488695336151,vicon_state_data,ball,1,0,-0.756028291,-0.432331196,0.839395783,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.339740992,0.260013580,77,64025164,64025164,213417.213333333,1782488695339533,vicon_state_data,ball,1,0,-0.756058895,-0.432285090,0.839444076,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.343078136,0.263350725,78,64025165,64025165,213417.216666667,1782488695342875,vicon_state_data,ball,1,0,-0.756074515,-0.432240220,0.839404297,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.346267223,0.266539812,79,64025166,64025166,213417.220000000,1782488695346081,vicon_state_data,ball,1,0,-0.756022283,-0.432305717,0.839404045,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.349593401,0.269865990,80,64025167,64025167,213417.223333333,1782488695349382,vicon_state_data,ball,1,0,-0.756050039,-0.432272976,0.839429445,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.352847338,0.273119926,81,64025168,64025168,213417.226666667,1782488695352645,vicon_state_data,ball,1,0,-0.756083067,-0.432229112,0.839465455,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
